Snoring Range,Respiration Rate,Body Temperature,Limb Movment Rate,Blood Oxygen,Eye Movement,Number Of Hours Sleep,Heart Rate,Stress Level
99,22,86.41426596741789,17,86,102,2,76,4
93,25,91.83682076899133,17,87,61,3,77,4
80,21,96.72003243582111,13,87,61,3,75,4
95,26,94.72696430106524,13,87,65,3,81,4
90,28,92.76040057427659,14,83,82,1,76,4
81,18,95.2323126845786,12,83,94,3,80,4
91,19,94.59857067863761,18,82,70,0,83,4
95,20,90.86967801661702,13,83,76,2,79,4
88,18,91.63148063880452,13,82,75,2,80,4
87,16,86.05646528002286,13,83,83,0,79,4
89,21,97.66105897052019,16,86,87,3,78,4
84,16,85.08687757349551,14,82,65,0,75,4
98,23,97.2316032340264,17,84,89,0,76,4
96,16,97.30195972179756,16,82,89,0,83,4
90,26,96.06478532789777,14,82,82,0,75,4
89,21,90.1542523974159,17,84,84,3,77,4
84,20,85.06833945668761,13,85,76,1,75,4
83,29,88.94807077188675,13,87,90,2,75,4
82,21,94.74174662506427,18,87,66,2,83,4
95,18,88.58830056663042,16,82,72,1,75,4
98,17,98.03132149956761,18,87,66,3,81,4
99,25,89.95408576317683,12,84,97,1,82,4
89,20,87.17353001376391,14,87,70,3,77,4
88,27,90.44015443991184,18,85,69,1,79,4
82,25,85.2067845653651,18,85,85,3,78,4
89,18,95.30650541922995,16,85,99,1,79,4
88,17,91.64491407638516,16,86,84,1,76,4
98,23,97.99423757544972,13,85,64,1,75,4
81,21,87.50379914409459,17,87,80,1,75,4
99,27,86.61935370927579,14,86,98,1,81,4
91,29,85.15910862828385,15,83,104,2,84,4
97,24,91.42909598020027,15,86,101,3,84,4
88,17,90.29344034560027,16,83,76,0,84,4
89,18,88.2012887401411,18,84,90,1,84,4
90,22,92.29419282003036,17,85,63,3,78,4
97,20,88.41587671192455,16,85,91,2,75,4
82,22,98.8771184875666,16,83,84,1,81,4
96,20,87.93319336101827,18,83,68,2,84,4
84,24,97.26813121815702,15,85,89,3,75,4
93,27,98.98128945613854,15,82,88,2,80,4
85,24,96.63948472143237,17,83,91,2,77,4
82,28,98.31456439456535,15,87,78,3,79,4
90,24,98.15602100020047,18,86,103,0,77,4
84,26,88.59511979028507,15,82,66,0,78,4
96,21,94.56782666681872,17,84,81,1,81,4
91,17,90.37628545149258,15,86,92,1,75,4
95,26,86.41667444494364,14,86,80,0,84,4
80,26,98.6883693981384,14,84,88,3,81,4
96,21,93.43320049750093,15,82,83,2,82,4
91,18,97.00328111666391,12,85,61,0,83,4
81,18,94.93029313467908,18,85,93,1,84,4
98,20,87.16482018615774,16,83,73,0,83,4
93,18,92.01468106848715,14,84,78,0,83,4
93,19,95.05632869929666,18,87,80,1,77,4
88,29,91.00639399693925,16,87,103,2,80,4
97,24,93.60201391744681,13,86,75,1,82,4
90,23,94.73040190738003,18,87,65,1,77,4
92,19,94.7446350364724,16,82,104,2,77,4
98,28,87.66257490963768,14,86,78,1,79,4
88,17,93.75107254371102,18,87,71,3,76,4
95,24,97.14571035707954,16,84,99,0,82,4
86,19,97.26282129673234,13,85,92,3,77,4
83,17,85.16602517978284,13,85,66,3,80,4
85,20,90.76000606639057,17,87,80,2,84,4
93,23,88.77951671945173,13,85,81,2,79,4
80,18,85.62555311692765,15,83,78,0,82,4
99,17,98.18732849393784,14,87,100,1,78,4
87,19,91.89812073436984,15,83,74,1,75,4
81,17,97.17555764504712,16,86,67,0,76,4
95,29,90.66991382533327,12,87,99,3,84,4
85,18,93.85340580826902,17,84,62,0,84,4
82,18,97.70371263466814,14,83,68,0,81,4
83,26,98.24954048125022,17,85,102,1,76,4
97,20,98.5629292194908,16,87,95,3,75,4
98,26,92.36996762089849,12,86,83,2,79,4
82,20,87.32538807680922,18,87,65,1,78,4
95,24,98.59427643944822,14,85,72,2,75,4
97,21,97.20414076408962,13,87,99,0,84,4
84,18,95.7700197827807,15,86,72,0,80,4
93,26,90.69052390472484,13,87,82,2,80,4
96,25,86.27879637799747,18,82,69,1,84,4
89,23,88.54140372590169,12,84,77,2,80,4
80,23,86.22125806654392,17,84,67,3,79,4
84,16,95.32798911912545,17,84,102,2,80,4
98,29,90.44089958383793,15,83,72,1,84,4
84,17,87.84377185679385,16,83,64,2,84,4
97,19,88.29203265055712,12,83,92,2,79,4
82,27,96.21908454583033,16,87,99,2,77,4
91,16,97.39978079721982,12,82,97,3,75,4
91,24,92.89363749232848,14,83,95,2,80,4
81,18,92.51968869129138,13,82,69,1,84,4
88,25,92.23798720055997,15,83,84,3,84,4
98,19,98.26029952777057,12,87,100,3,83,4
93,21,89.89752808872338,18,85,79,2,83,4
97,21,85.11532271434196,17,82,62,2,77,4
92,24,89.71315456960372,17,84,84,0,77,4
91,28,87.20948646582707,15,85,62,3,84,4
86,23,94.22004998837902,18,82,104,1,81,4
96,20,94.74221471262724,16,85,63,2,80,4
99,16,94.5785216005041,14,86,65,1,77,4
80,19,91.89873928300287,13,86,100,0,81,4
99,26,91.00814230599329,18,83,98,2,79,4
90,21,93.93878144342925,16,85,74,2,76,4
96,24,94.32818400580264,17,84,75,2,84,4
91,29,89.62878414473029,15,84,77,0,78,4
97,16,90.4321948828599,14,84,79,3,76,4
80,17,98.34960469095869,17,86,95,3,77,4
82,17,96.28141782485042,15,84,87,2,84,4
82,20,90.53685111037336,12,86,73,1,79,4
96,24,94.45030972450849,18,84,63,3,75,4
91,19,94.29173857584392,13,85,96,0,76,4
97,17,92.55630297610173,16,87,95,3,76,4
81,25,93.33835169258671,18,85,74,3,78,4
85,17,93.2432890649803,16,82,65,0,83,4
85,27,93.20951662234552,13,87,80,0,79,4
83,22,95.71686400618346,13,83,63,1,79,4
96,25,88.98985891237294,18,82,79,2,76,4
86,29,95.82618216353666,16,84,71,3,83,4
93,16,94.07608097912538,16,84,76,1,81,4
98,24,91.9875507100308,15,82,104,0,79,4
93,22,98.25287031135078,15,83,88,2,78,4
87,24,95.2281181984618,14,84,65,3,81,4
94,29,85.1251112498955,13,83,91,3,77,4
88,28,92.73967943803035,18,86,79,2,82,4
84,20,85.11052748558222,17,87,103,2,75,4
93,23,88.51930824977191,18,83,72,3,77,4
89,28,96.69376792855245,16,84,70,2,79,4
96,22,86.36063178919808,12,84,75,3,79,4
94,27,91.54116846397619,12,85,63,1,80,4
83,29,90.1726169336477,16,87,61,0,81,4
92,17,88.83221853338921,12,82,102,1,82,4
95,19,98.87605114113148,15,85,78,3,75,4
89,28,98.69679920226706,18,84,88,3,76,4
87,24,85.31837948033879,13,87,101,3,79,4
89,18,85.03553075655812,18,84,92,0,78,4
94,29,89.65406769679012,12,85,88,3,83,4
98,29,94.66406307447971,13,84,70,3,82,4
98,23,87.79622556780501,12,82,64,3,75,4
98,20,96.88084918947219,16,87,100,0,82,4
84,23,90.30513985892081,12,86,61,3,84,4
99,24,91.75102929058576,12,85,65,0,82,4
92,29,92.56342561024384,17,84,70,2,81,4
88,25,94.98366703485111,17,87,85,1,84,4
85,17,96.50050277190964,12,85,88,3,80,4
95,29,94.37224377959502,18,87,94,1,83,4
90,21,86.09507984790478,15,82,94,3,84,4
85,17,85.23908932603817,17,83,85,0,83,4
99,23,86.0050686605583,14,84,88,3,75,4
81,25,93.2174985854487,12,82,75,0,84,4
90,29,98.42973777121136,12,82,85,3,82,4
90,21,93.7550796090666,15,82,97,1,80,4
91,19,95.02165668718672,15,82,65,0,78,4
80,25,86.97492587268493,12,87,75,1,79,4
99,20,95.4458858190448,14,85,78,2,77,4
85,24,91.58887088955593,15,86,66,0,77,4
85,24,96.00291837925647,12,83,64,0,83,4
85,28,85.43473749823255,15,86,97,3,77,4
89,23,88.95403695664987,14,84,87,1,84,4
92,28,95.05672547591827,13,85,69,3,81,4
85,22,91.48581178249721,12,87,92,0,81,4
81,16,93.52065890468583,12,84,96,2,80,4
94,19,88.26456477605684,16,83,60,1,83,4
96,25,94.39862608320618,17,85,63,1,81,4
83,21,85.38218885282875,16,87,76,3,77,4
99,26,97.34846161446733,17,87,86,3,81,4
85,23,85.88684922854803,18,86,87,0,78,4
82,28,97.81052302016954,12,82,68,2,78,4
80,24,97.7260901777404,13,87,76,2,83,4
99,18,98.1704804519238,15,85,86,3,78,4
86,22,90.27936102877719,16,82,70,0,75,4
92,20,89.47093716319259,15,85,94,3,79,4
91,17,96.92964757049147,12,83,103,1,84,4
82,26,87.10824826555994,15,86,90,0,78,4
97,22,88.02697636368138,14,82,85,1,83,4
91,27,91.11552136755853,18,84,68,0,77,4
85,27,91.50077676864667,17,84,80,0,80,4
93,25,96.32218415067851,15,82,100,3,82,4
98,19,90.60051508587182,17,84,64,2,82,4
81,20,92.62684075129711,16,83,98,0,82,4
82,29,86.2797388663699,13,84,64,0,83,4
95,28,90.01832197007995,18,87,69,3,77,4
93,22,91.41062907891603,18,85,101,2,76,4
97,25,93.76263526471386,15,86,68,1,77,4
84,28,89.84832386305246,12,87,76,0,83,4
84,20,96.6506607667387,13,86,79,1,84,4
85,19,91.13235468450493,12,85,82,0,78,4
86,28,93.89606505185677,18,84,82,0,78,4
83,16,98.53299393384883,18,82,64,0,77,4
84,24,97.29433525758147,17,87,76,1,78,4
90,29,86.6660227938018,18,87,68,1,77,4
96,22,88.95555343903982,16,86,83,0,76,4
94,27,88.3419770238107,13,87,68,3,79,4
96,26,86.16480708722725,13,87,71,0,82,4
84,24,93.58710180571131,15,83,61,0,75,4
93,23,89.3273551865769,12,82,101,0,81,4
96,26,89.17221082953903,16,86,99,1,81,4
97,29,98.35414673338043,12,86,100,0,79,4
89,22,92.59211952604512,14,82,104,3,80,4
95,27,97.99814288934058,17,82,78,2,81,4
84,20,98.85803493716055,14,82,100,1,81,4
89,19,93.43149941536113,15,82,82,0,84,4
99,25,86.30744545813228,17,82,72,3,83,4
99,26,86.3805916519259,12,86,74,1,82,4
85,17,98.08916802954943,17,84,99,1,80,4
97,18,96.73548032932432,15,87,81,0,77,4
96,20,92.56116037298494,17,85,104,0,75,4
93,24,93.4527266716927,13,83,97,1,79,4
87,16,97.51627686475521,13,84,77,3,75,4
94,18,87.25458229287885,17,83,84,0,77,4
82,18,98.62841106304766,12,82,61,1,82,4
98,23,86.90209865654961,18,87,63,0,80,4
81,16,97.48047454232866,15,82,92,2,84,4
82,21,92.5586809018876,17,84,60,0,76,4
95,21,97.15250245507987,16,83,63,3,77,4
99,28,91.38625672553249,18,87,76,1,76,4
80,20,88.78515077917577,14,86,72,3,79,4
93,20,92.84696934685988,15,87,73,2,82,4
95,18,92.17983001759077,16,82,61,2,76,4
94,26,86.03612373804312,16,84,89,2,79,4
83,18,85.31856796506251,17,85,95,3,79,4
87,25,98.70249294668218,15,82,82,2,78,4
82,18,87.68948245724056,16,83,101,2,76,4
83,29,92.80706127197519,13,84,78,1,77,4
88,27,92.76278892021762,12,83,103,1,76,4
99,27,86.1443197791804,15,86,85,3,80,4
99,26,90.51902328826952,13,83,93,3,80,4
97,22,96.50460514170668,14,85,71,2,82,4
95,22,87.14871176414587,18,83,95,2,80,4
85,21,85.67606966817456,15,85,82,3,79,4
90,17,85.16679023494905,13,87,89,1,82,4
95,26,95.02055577371448,17,86,77,1,75,4
83,27,92.00456606740676,18,83,63,1,84,4
93,29,96.46873852555049,15,83,80,1,76,4
84,18,86.93355892229786,17,86,100,3,76,4
84,17,98.6965710260636,17,87,88,1,83,4
96,20,96.10544238641862,17,87,93,0,78,4
91,16,85.71524683970733,13,82,103,3,80,4
98,27,89.30608352142418,17,84,99,3,79,4
98,28,86.41928906670466,14,87,95,3,76,4
90,16,96.77717228722945,15,85,89,2,83,4
84,17,86.45225548090862,16,83,97,0,78,4
81,18,87.46575746373446,15,82,95,1,83,4
93,27,87.97417124784295,17,87,104,3,84,4
89,16,92.11019887695593,17,86,67,3,81,4
89,17,86.11013149541326,16,86,63,2,79,4
84,25,89.8657273312453,13,84,101,0,83,4
85,17,96.71178974776711,17,82,70,1,78,4
86,27,95.96211056911538,17,86,83,0,82,4
99,25,92.38973369454978,12,85,69,1,75,4
88,25,97.3890889797091,15,85,76,3,82,4
93,18,88.01868855915143,15,85,88,1,78,4
88,28,94.29851841126494,13,84,85,2,76,4
90,19,88.53248674307982,15,84,71,2,83,4
85,22,86.46382201229714,18,85,66,2,79,4
87,29,90.34916308286819,18,82,73,1,78,4
94,28,86.4667192007147,17,86,83,3,81,4
86,26,91.30583550392643,12,83,97,2,78,4
83,24,86.66237980890195,18,86,92,1,77,4
87,17,91.11078647837458,12,82,83,0,75,4
91,16,98.97662034895805,13,83,103,2,82,4
99,19,85.55999828338294,17,84,66,3,75,4
80,19,96.31759899573323,13,87,91,3,83,4
95,18,86.90587758506209,15,83,66,0,81,4
91,22,97.53526970873736,13,86,70,2,82,4
99,22,94.10676365219092,16,83,63,3,82,4
87,26,87.57067485078677,14,86,90,3,76,4
90,18,89.9419955294814,12,82,91,3,80,4
87,26,88.68938046435973,14,85,87,0,82,4
93,23,85.73777842392329,17,87,60,3,82,4
81,18,93.29110388936758,16,84,82,1,79,4
83,29,88.40506574903094,16,84,70,0,77,4
92,18,91.7260496026766,13,84,97,3,83,4
89,28,93.81039854993514,17,85,94,0,75,4
93,23,96.65999531019864,14,86,88,0,79,4
92,28,92.28628886347572,12,82,66,3,78,4
93,26,88.27015420476994,18,84,99,3,83,4
98,18,90.33920909372868,17,83,85,3,78,4
98,28,85.9284499351579,13,83,87,3,76,4
94,24,86.75674753837346,18,83,67,2,79,4
85,23,90.36390104569622,17,83,78,1,75,4
94,19,93.30821741936737,15,86,93,0,77,4
81,20,87.03643646064066,16,85,90,1,80,4
84,28,85.57382926738865,12,83,96,3,76,4
89,21,91.96584510699454,12,87,74,0,79,4
95,23,89.75672387549866,14,85,93,0,80,4
82,16,90.07172295230373,14,82,72,0,78,4
94,24,95.29473388931731,16,83,87,1,77,4
81,23,92.55866671081752,12,83,71,0,78,4
81,16,85.048518628144,14,84,77,1,84,4
98,17,85.71497032110871,13,83,103,2,79,4
88,17,89.71390189806719,18,85,73,2,84,4
95,16,87.57959808307703,14,84,100,3,83,4
87,25,96.24859701701587,18,84,84,0,75,4
96,17,98.12188146402285,13,87,72,0,78,4
92,24,90.324837305015,18,84,79,2,77,4
99,27,98.21942349500257,18,87,86,0,80,4
88,16,95.28131310253536,14,82,92,1,79,4
87,21,97.4396577156729,18,85,66,0,78,4
93,21,87.84582894364229,17,87,100,0,79,4
82,25,96.71717056388054,14,86,74,0,78,4
91,16,89.03042941156518,17,86,83,2,79,4
98,21,88.65890485642181,16,83,103,3,81,4
91,18,93.17462864863082,18,86,78,1,75,4
98,20,87.4767385238937,14,83,76,2,84,4
90,23,98.89039768294731,17,84,83,2,75,4
83,27,93.87308421912452,13,87,75,0,77,4
95,21,96.92063198322802,17,82,70,0,79,4
89,28,96.12535162010263,16,84,89,1,81,4
98,26,95.71900458437402,15,82,71,1,81,4
90,22,91.13089621791636,13,82,71,1,75,4
92,27,94.06228694995804,16,87,97,1,75,4
97,28,85.2997994201691,18,87,102,0,81,4
86,25,86.65679916553736,17,83,63,1,83,4
92,24,87.4790953517115,17,86,98,3,81,4
99,29,91.60057852976489,18,87,93,0,77,4
95,17,86.83346066315433,12,83,82,1,83,4
98,22,89.07904452601672,17,85,90,3,77,4
86,28,86.89738604060366,18,84,73,1,82,4
96,17,95.97355440504477,17,85,79,0,82,4
87,20,96.82655396211099,13,86,100,0,81,4
92,18,92.83437750359737,16,83,95,1,77,4
98,24,97.62880847229827,12,83,95,2,82,4
94,27,90.44169743375669,12,83,96,3,76,4
93,23,94.51156581387801,12,83,102,3,83,4
82,16,98.14410531110944,15,87,60,0,80,4
98,22,94.09290696215638,13,86,67,0,82,4
85,19,96.32590854287295,13,87,76,1,83,4
99,28,97.85507659892173,12,83,102,2,76,4
98,23,91.26588204430213,12,84,103,0,80,4
90,27,87.55246443010951,18,84,103,2,77,4
87,27,92.6643029834301,14,82,70,2,82,4
84,18,88.89586358405643,12,84,96,0,83,4
82,29,96.18299606234709,18,82,93,0,77,4
82,28,89.52057503895125,15,84,83,3,80,4
94,26,90.48273421484076,15,85,90,1,81,4
91,25,91.7927530920557,12,82,63,0,81,4
93,26,95.79956616388691,14,84,96,0,78,4
81,18,88.01835351390248,14,82,86,0,83,4
89,22,93.06544437338158,15,83,83,1,79,4
82,29,88.38570731808862,16,86,87,1,77,4
87,28,98.12434758070887,13,85,102,1,76,4
84,17,86.84135761369474,15,83,65,3,76,4
91,16,89.05714132712029,12,86,81,1,76,4
83,27,95.14483798516783,18,83,104,1,75,4
94,18,89.50965087749134,16,86,85,3,79,4
94,22,94.92009928108824,16,83,60,3,84,4
85,22,92.81983074389794,17,82,66,3,77,4
83,22,91.59876456396557,16,85,93,1,76,4
82,16,85.87616916080455,18,84,76,3,82,4
85,20,93.17525054361488,15,87,91,3,75,4
95,29,97.18181227437982,18,85,96,0,82,4
85,21,90.29503224144128,17,86,71,3,76,4
97,20,95.30172847717117,16,82,102,2,82,4
94,21,86.94605987537356,18,83,92,2,80,4
88,21,92.39167896658752,15,85,74,0,84,4
91,29,97.52689130362079,16,87,81,0,82,4
92,28,95.57817584342715,18,86,76,3,83,4
92,18,93.80677929890219,17,87,87,1,82,4
91,28,94.69684176740843,12,84,97,0,79,4
97,27,98.56174924614655,18,87,63,2,82,4
82,20,93.98098204275031,16,83,73,1,80,4
99,20,88.86000261309775,14,86,97,2,78,4
88,26,98.43985267280446,13,84,78,2,77,4
80,29,94.90545613211012,14,84,77,1,78,4
80,22,95.84533365918873,15,85,87,0,80,4
85,27,95.07875904378572,18,82,75,3,78,4
88,26,85.7663836157336,16,84,88,2,77,4
81,23,87.78614897721847,16,84,97,3,80,4
91,27,88.73956495466692,15,83,90,3,77,4
96,23,95.9567169714411,14,85,95,0,81,4
83,27,85.23830183873339,16,87,98,2,84,4
80,19,89.29125987186703,15,87,87,1,76,4
89,18,87.74711360749775,14,83,63,2,76,4
90,27,93.82427863089336,17,85,101,3,77,4
91,24,95.84820798708749,12,82,96,0,75,4
92,17,96.99854073565675,14,86,60,3,81,4
98,17,87.16991022246381,13,82,69,2,79,4
83,24,95.22387848685973,13,86,87,2,76,4
88,16,85.17849645686947,18,84,98,3,81,4
95,27,93.85197293325633,15,84,61,1,78,4
88,19,90.99169976977794,18,84,101,2,83,4
89,20,86.02086931692803,13,84,81,1,79,4
96,21,96.79054049824398,14,87,94,0,78,4
81,18,87.56346192429329,15,87,97,2,83,4
86,16,90.9965037085742,13,82,100,1,76,4
85,16,86.19728405486967,16,83,70,1,75,4
91,23,86.65061898538836,17,85,70,3,80,4
95,22,91.9536697275097,13,86,101,1,76,4
98,24,90.2877562579771,13,86,88,3,80,4
98,20,94.70389339015789,13,82,75,0,75,4
99,24,89.23279029106847,16,82,66,0,78,4
85,16,87.4155407321995,15,87,81,1,79,4
92,29,92.20138171475327,16,83,79,1,84,4
87,27,98.61847523582772,15,87,73,1,81,4
86,24,90.27626094968004,15,86,66,3,79,4
99,19,90.90978361216429,17,85,77,1,80,4
90,17,95.19167058225516,14,84,65,3,83,4
86,17,90.47178179155482,12,84,72,2,81,4
87,17,92.10987378624637,15,83,85,1,84,4
93,27,87.46871754799423,18,82,82,1,76,4
80,24,97.68578232524479,15,85,75,3,81,4
86,18,87.32912890692626,15,85,103,2,78,4
93,28,85.67432816395188,15,83,93,3,78,4
92,17,92.30867068880444,14,85,62,2,76,4
84,26,97.69573337773899,18,83,99,3,78,4
98,18,85.75573787939888,17,83,72,0,81,4
86,27,89.40753278262369,16,84,77,2,76,4
95,21,91.06128366997989,18,87,75,1,84,4
99,20,85.03322390181165,15,87,90,2,80,4
80,28,96.98481947809807,14,83,87,2,80,4
84,27,85.6452220070387,13,84,70,1,75,4
97,22,95.38640013064642,17,84,104,0,81,4
92,26,85.80608481299636,18,82,73,2,84,4
89,21,92.30799096224615,16,87,87,2,84,4
95,28,87.59435523830409,13,86,75,3,79,4
92,23,98.03979746658817,15,84,89,1,76,4
82,26,85.40327468136277,17,82,94,3,78,4
94,22,98.69496159608892,17,83,103,0,81,4
95,29,86.52882009648887,14,87,68,3,83,4
94,16,96.92774576061879,12,84,82,2,79,4
99,27,88.88018323630969,18,84,71,1,81,4
99,19,89.7354557185125,16,84,77,1,83,4
80,27,93.24073572103144,15,87,89,0,79,4
84,26,92.2909300214638,15,84,61,3,84,4
96,18,97.39983575107637,13,87,73,2,78,4
89,16,85.4401727275078,13,83,91,1,82,4
89,21,95.67881022728305,16,83,83,0,81,4
93,27,96.88827511294608,16,83,60,0,75,4
93,21,86.6592846764381,14,84,97,3,75,4
83,22,96.8694059068654,13,85,71,2,81,4
95,21,91.73231841312929,12,85,84,0,84,4
84,28,94.21616109426705,15,85,104,2,76,4
96,22,90.84691750070152,12,82,88,0,78,4
91,28,85.23136866986161,18,85,77,0,84,4
97,18,94.37354420511116,12,87,92,3,82,4
91,28,88.48989935842218,18,82,90,3,81,4
91,24,94.46083357571814,16,86,67,2,81,4
94,28,85.56983460821665,15,82,92,2,77,4
97,16,85.03308543065518,14,87,75,0,75,4
83,29,87.5533461350836,14,85,69,0,77,4
97,20,88.7671442357982,17,82,72,0,83,4
86,24,86.65303945783535,14,87,62,1,82,4
94,26,88.32989259232231,12,83,101,0,82,4
92,17,97.53597623190039,16,83,60,3,83,4
92,28,95.30104388680279,15,85,68,3,81,4
95,23,87.3218065677592,15,84,90,0,75,4
92,16,97.92722911182251,17,87,104,3,78,4
87,24,95.89372515316593,16,85,67,0,79,4
91,18,92.9981042512504,13,85,99,0,80,4
96,17,91.35113070367922,17,85,104,3,80,4
89,27,97.80896858233602,15,84,63,2,77,4
90,27,96.20864732143717,13,85,103,1,80,4
97,24,91.0457630820607,13,86,83,1,84,4
85,16,92.4239078163727,13,83,94,3,81,4
97,24,93.87065707850427,18,87,82,0,76,4
81,24,98.6424555648068,14,82,62,3,81,4
92,26,85.69844954559429,17,86,98,1,82,4
98,18,91.67287671223968,12,83,67,2,76,4
81,18,98.95920516932519,15,87,60,3,76,4
86,25,85.7378777881576,12,86,60,1,83,4
85,28,85.02574519546818,15,83,61,2,75,4
92,17,89.94262293965014,14,87,60,2,80,4
85,25,93.9248360123476,12,85,79,0,77,4
84,25,88.67517281196335,12,86,90,2,84,4
82,27,86.9782753059465,18,86,86,3,81,4
80,28,94.22785303646573,12,83,96,3,77,4
98,21,87.40265918616294,18,86,68,2,76,4
89,18,87.54769769266962,15,83,67,2,75,4
91,24,87.45310376104214,16,86,93,1,80,4
97,16,97.8968660769896,17,84,75,0,82,4
88,23,91.61361027554462,15,83,67,0,76,4
83,28,90.18904288669964,16,85,78,3,82,4
83,19,85.61583300446055,17,82,90,2,76,4
81,21,89.80694269178613,18,86,97,2,79,4
87,27,92.6365844685636,15,84,75,3,82,4
93,18,98.61810340461554,14,82,65,3,83,4
96,29,96.02531567405634,15,87,85,0,77,4
93,25,96.76098931098721,16,83,80,2,82,4
87,21,87.68468082157774,14,82,93,1,80,4
89,19,96.78368661362104,16,86,99,0,75,4
94,23,98.95346805368763,12,83,103,1,83,4
87,29,86.48131844658411,18,85,74,0,80,4
81,21,94.06035569185603,12,87,96,2,83,4
92,19,92.97551920448821,16,84,96,2,84,4
83,19,89.5247622711728,15,83,94,0,81,4
81,25,95.53476940665347,12,86,83,0,75,4
86,17,98.1168237780652,14,82,89,1,79,4
98,21,96.8681303048204,13,83,61,0,78,4
91,20,91.52796794008991,13,84,65,2,79,4
83,16,96.37825900615987,18,84,91,3,81,4
89,26,94.63036762748368,16,85,98,3,83,4
88,24,92.0373996313972,17,85,72,1,78,4
86,24,97.02550024598614,17,82,62,0,80,4
91,25,91.74462731831008,15,83,99,2,80,4
94,22,90.20162735955313,12,87,97,1,83,4
96,20,92.24295100466394,14,85,71,3,84,4
94,23,89.57752499029044,14,85,95,2,83,4
99,20,90.13658653858751,13,86,65,0,77,4
81,18,95.8606083971574,16,84,82,1,83,4
93,17,94.74276091169833,14,86,83,0,83,4
94,24,95.51414232784443,17,86,88,3,76,4
93,28,98.5883638424612,13,83,60,1,82,4
96,24,85.50727455657771,14,84,62,1,83,4
85,20,93.51670460390959,13,84,69,1,75,4
98,28,97.67534923721423,12,83,91,2,78,4
93,23,89.99947707712585,17,85,71,3,75,4
84,27,93.94427055645298,15,86,62,0,84,4
82,23,95.81617109105166,17,85,73,2,76,4
88,27,87.77270027390367,18,84,75,0,77,4
82,28,94.86507472275686,12,82,96,2,82,4
83,22,92.34371578062094,17,83,63,1,83,4
98,20,97.70794189345314,14,83,82,3,84,4
82,17,93.9252884429386,16,84,84,1,80,4
82,16,94.90636944883677,14,87,83,0,80,4
93,20,86.31775647624914,16,82,102,1,77,4
94,24,90.60798632768513,13,86,87,2,83,4
98,23,90.20659602047034,13,82,74,0,82,4
99,17,93.91784112070754,15,86,84,3,78,4
88,19,93.48915926918383,17,82,89,3,82,4
88,28,91.12984920266696,18,86,68,1,79,4
92,29,85.96878281215017,15,86,80,2,84,4
86,18,92.92436838665206,17,87,67,0,79,4
85,29,87.49358254315626,17,86,72,1,78,4
86,20,91.95868417421913,18,85,73,0,80,4
84,20,89.90931718069206,15,85,60,2,75,4
97,28,92.34027637248464,14,85,61,3,83,4
84,16,89.69651758064632,12,86,70,1,76,4
84,26,98.12374605369013,17,83,71,1,79,4
94,21,92.93903397540844,12,86,80,2,76,4
83,16,91.31221852766853,15,85,89,3,76,4
90,24,98.29879213739963,13,87,81,3,75,4
88,28,91.36862617722329,14,84,69,1,76,4
80,24,87.19420323847469,13,83,68,1,82,4
85,16,93.34457750913836,12,82,60,2,75,4
97,19,92.37540187885715,18,83,102,3,79,4
83,29,96.26567803177156,17,84,86,3,78,4
98,26,91.56110242476704,12,83,74,0,77,4
95,25,85.1595990635725,16,82,83,2,82,4
87,20,97.13946273656717,12,85,90,2,81,4
90,16,95.76780892137049,16,82,78,0,81,4
88,23,93.39218665937248,12,83,84,3,76,4
92,26,88.43561425791114,13,86,84,2,76,4
93,20,85.20382568819797,16,85,96,0,78,4
80,27,98.66153334837868,16,83,62,2,80,4
89,25,98.11127255416889,16,82,73,1,79,4
97,16,86.04958358711906,13,87,60,1,75,4
86,24,87.16751074227669,12,85,95,3,75,4
93,24,95.53059888901039,18,86,87,0,75,4
87,21,98.00250606510549,15,82,88,0,83,4
97,20,88.08935550559985,14,83,70,0,75,4
80,29,94.26507300474253,14,83,97,3,81,4
99,25,89.03012680462584,17,86,76,2,75,4
92,27,88.80533782650438,14,84,72,3,77,4
99,28,89.22471636387694,14,83,69,3,78,4
85,29,85.04072220916774,15,82,94,0,84,4
93,16,94.29036007241561,13,87,99,3,79,4
89,27,95.02900471402013,18,84,76,2,80,4
93,29,93.52260482944644,14,82,89,3,77,4
85,20,96.84240240152094,18,87,104,2,77,4
86,21,97.10889061931476,17,86,83,3,83,4
84,29,94.12304080874266,13,87,65,1,81,4
96,29,90.45128673564538,13,86,95,3,80,4
83,17,92.30683072030446,16,83,68,1,75,4
92,23,89.66479767657152,18,82,96,2,77,4
92,19,89.73887252966779,15,82,93,0,79,4
84,16,98.78002309123438,14,85,98,3,75,4
96,16,89.33155736291188,17,82,63,1,76,4
98,25,91.5419316058402,18,85,99,2,76,4
97,23,98.47086410191012,12,85,83,1,81,4
81,29,95.53413837127889,18,85,68,1,77,4
89,27,97.0073130863565,16,85,60,2,83,4
99,28,86.72031999070487,15,84,66,1,78,4
83,16,96.15030804032648,15,84,100,2,77,4
86,25,89.91753083539533,18,87,99,2,80,4
94,22,96.2636104952104,17,83,94,3,83,4
91,24,92.64344933003306,15,86,83,1,84,4
81,27,93.88791814323136,13,82,62,2,78,4
85,21,92.86677080975157,18,82,76,1,78,4
81,17,86.2904302960331,17,82,90,0,79,4
80,25,89.07820210166079,17,87,98,2,81,4
