sr,rr,t,lm,bo,rem,hs,hr,sl
82.0,24.0,95.14633073181444,13.0,87.0,80.0,3.0,79.0,3
84.0,29.0,86.27934254856768,11.0,88.0,62.0,3.0,71.0,3
81.0,28.0,98.72292761579271,14.0,85.0,80.0,3.0,79.0,3
70.0,20.0,87.2558366137382,10.0,89.0,71.0,3.0,75.0,3
85.0,23.0,93.27772955561484,16.0,85.0,83.0,4.0,79.0,3
70.0,28.0,95.90286941636778,11.0,88.0,79.0,5.0,72.0,3
85.0,26.0,95.18335662039752,15.0,88.0,74.0,3.0,77.0,3
85.0,29.0,85.21304440618376,13.0,86.0,91.0,4.0,75.0,3
76.0,16.0,85.14468319605061,13.0,88.0,76.0,5.0,71.0,3
90.0,18.0,90.14309202047788,15.0,87.0,83.0,2.0,77.0,3
74.0,28.0,86.29681434558753,15.0,89.0,76.0,5.0,74.0,3
91.0,23.0,96.45617341701517,12.0,85.0,67.0,4.0,77.0,3
86.0,18.0,96.24323016284366,16.0,85.0,99.0,2.0,78.0,3
71.0,23.0,89.30522112477837,16.0,89.0,102.0,4.0,79.0,3
89.0,21.0,97.410633513911,12.0,89.0,83.0,4.0,77.0,3
82.0,19.0,92.0736061177006,10.0,87.0,96.0,3.0,77.0,3
77.0,26.0,92.19182287721924,16.0,86.0,84.0,3.0,79.0,3
72.0,24.0,96.60890118247616,14.0,85.0,67.0,5.0,74.0,3
75.0,27.0,98.54315933097556,12.0,85.0,85.0,5.0,71.0,3
78.0,25.0,88.37809829794378,16.0,88.0,60.0,4.0,72.0,3
81.0,21.0,98.82971042745784,12.0,85.0,87.0,2.0,72.0,3
81.0,19.0,93.14967649179304,15.0,88.0,93.0,2.0,76.0,3
70.0,28.0,92.23868175725607,13.0,87.0,76.0,5.0,72.0,3
86.0,17.0,97.96704146359038,10.0,85.0,101.0,5.0,76.0,3
73.0,29.0,86.03630855180994,13.0,87.0,80.0,2.0,73.0,3
92.0,24.0,89.67617366949312,16.0,86.0,70.0,2.0,79.0,3
87.0,21.0,92.11558152677506,16.0,87.0,81.0,4.0,71.0,3
92.0,17.0,85.14334423605288,16.0,88.0,62.0,3.0,72.0,3
92.0,21.0,95.33314489921544,11.0,87.0,94.0,5.0,76.0,3
71.0,16.0,87.87807371938663,10.0,85.0,86.0,5.0,77.0,3
89.0,24.0,88.12203006940372,11.0,89.0,76.0,3.0,75.0,3
86.0,23.0,92.02783047558584,10.0,86.0,72.0,3.0,70.0,3
87.0,18.0,98.14260185961228,15.0,88.0,90.0,2.0,73.0,3
70.0,20.0,89.51339884842004,16.0,86.0,76.0,4.0,71.0,3
83.0,23.0,86.46531435123315,15.0,85.0,69.0,5.0,75.0,3
88.0,18.0,91.9285069678718,11.0,87.0,88.0,5.0,79.0,3
87.0,28.0,96.94925739396022,15.0,86.0,83.0,5.0,74.0,3
92.0,18.0,90.11762878393438,14.0,87.0,72.0,5.0,70.0,3
81.0,20.0,85.35980025418576,13.0,85.0,61.0,5.0,78.0,3
85.0,21.0,94.48983487900908,10.0,85.0,80.0,3.0,74.0,3
74.0,17.0,86.19964273669356,12.0,89.0,102.0,5.0,75.0,3
71.0,24.0,87.53640553558046,15.0,88.0,84.0,3.0,77.0,3
70.0,21.0,98.96051922058832,16.0,88.0,95.0,4.0,73.0,3
92.0,26.0,88.69617165475151,11.0,88.0,94.0,4.0,76.0,3
83.0,25.0,86.5476726404593,11.0,85.0,60.0,2.0,70.0,3
77.0,20.0,93.9260404263862,14.0,85.0,66.0,5.0,75.0,3
81.0,17.0,92.24884622230884,14.0,88.0,74.0,3.0,79.0,3
72.0,22.0,87.45282899943881,10.0,87.0,94.0,2.0,79.0,3
79.0,18.0,92.82284607978028,14.0,88.0,100.0,5.0,73.0,3
91.0,20.0,87.23206759531297,12.0,89.0,87.0,3.0,76.0,3
79.0,19.0,93.75865433750144,10.0,87.0,80.0,2.0,75.0,3
77.0,18.0,85.34390947006813,14.0,88.0,103.0,2.0,78.0,3
91.0,28.0,97.31917555495632,10.0,86.0,95.0,3.0,71.0,3
91.0,22.0,92.8580853983666,11.0,88.0,84.0,2.0,79.0,3
70.0,25.0,85.6965204378736,11.0,85.0,95.0,2.0,75.0,3
90.0,25.0,86.60573278667316,15.0,89.0,85.0,4.0,76.0,3
76.0,22.0,88.16919049154068,12.0,87.0,71.0,2.0,77.0,3
92.0,17.0,98.56914313914676,15.0,89.0,99.0,4.0,77.0,3
75.0,17.0,96.19153948346752,11.0,87.0,64.0,4.0,77.0,3
73.0,18.0,96.64795856366,10.0,88.0,65.0,2.0,73.0,3
73.0,22.0,86.35414384663629,16.0,87.0,82.0,4.0,71.0,3
76.0,25.0,93.4906576077502,14.0,87.0,78.0,2.0,71.0,3
71.0,29.0,97.74989698907729,14.0,89.0,79.0,5.0,71.0,3
71.0,23.0,97.03778820586108,16.0,85.0,92.0,4.0,70.0,3
92.0,28.0,94.22923972548878,16.0,89.0,92.0,5.0,76.0,3
76.0,17.0,92.00409260229664,15.0,85.0,81.0,3.0,71.0,3
84.0,20.0,97.39986353893426,11.0,89.0,87.0,5.0,73.0,3
80.0,29.0,95.09803499060428,16.0,87.0,77.0,3.0,72.0,3
78.0,19.0,90.71535073681616,15.0,86.0,101.0,4.0,78.0,3
82.0,22.0,98.9338952853526,16.0,88.0,80.0,4.0,70.0,3
92.0,20.0,85.2414000920092,16.0,87.0,70.0,3.0,73.0,3
77.0,27.0,95.32564995272888,15.0,89.0,77.0,4.0,73.0,3
71.0,27.0,98.84123318954498,11.0,85.0,63.0,3.0,70.0,3
72.0,28.0,94.2431223897457,11.0,86.0,72.0,3.0,75.0,3
84.0,17.0,86.15326322569211,16.0,88.0,70.0,2.0,77.0,3
70.0,21.0,94.87692009150626,16.0,86.0,96.0,4.0,70.0,3
71.0,17.0,94.5146209566506,14.0,89.0,96.0,2.0,78.0,3
84.0,29.0,94.95066906162914,10.0,86.0,104.0,4.0,75.0,3
73.0,28.0,85.84877466904737,15.0,85.0,66.0,2.0,70.0,3
80.0,19.0,93.39133464429165,13.0,86.0,92.0,2.0,76.0,3
71.0,28.0,98.178851862719,14.0,86.0,96.0,4.0,79.0,3
90.0,22.0,89.67903355432428,16.0,85.0,102.0,5.0,73.0,3
70.0,29.0,92.8864604310028,15.0,88.0,101.0,5.0,75.0,3
80.0,29.0,95.3457033833927,12.0,89.0,96.0,2.0,74.0,3
77.0,28.0,97.33861511325992,16.0,88.0,94.0,4.0,70.0,3
71.0,24.0,91.58261593627624,12.0,86.0,91.0,4.0,78.0,3
90.0,21.0,89.49532071410812,15.0,85.0,90.0,4.0,76.0,3
77.0,21.0,98.28448289595876,15.0,86.0,85.0,2.0,72.0,3
93.0,25.0,95.32314548248269,14.0,88.0,83.0,2.0,77.0,3
71.0,20.0,97.13245834976804,10.0,88.0,66.0,3.0,74.0,3
71.0,20.0,88.7759405869646,15.0,86.0,88.0,5.0,71.0,3
73.0,29.0,88.91232898514491,11.0,85.0,69.0,5.0,71.0,3
77.0,29.0,85.29531779193343,15.0,85.0,82.0,3.0,76.0,3
70.0,28.0,85.53308661971225,14.0,86.0,92.0,5.0,72.0,3
79.0,26.0,86.72265831071242,11.0,88.0,97.0,4.0,70.0,3
89.0,19.0,86.96969957035246,12.0,87.0,70.0,4.0,75.0,3
79.0,25.0,95.02762333184688,13.0,88.0,100.0,5.0,77.0,3
82.0,16.0,91.70367582331122,11.0,85.0,83.0,5.0,72.0,3
85.0,18.0,94.02327016688828,11.0,89.0,67.0,2.0,74.0,3
84.0,20.0,96.38953909084492,15.0,87.0,66.0,5.0,76.0,3
72.0,18.0,92.02348448990988,15.0,86.0,89.0,3.0,76.0,3
73.0,22.0,86.84292872558233,16.0,88.0,72.0,3.0,77.0,3
84.0,28.0,92.92398301852676,13.0,88.0,88.0,4.0,76.0,3
93.0,27.0,94.65116542707636,10.0,89.0,76.0,3.0,76.0,3
90.0,26.0,89.94559592184898,14.0,89.0,84.0,4.0,73.0,3
90.0,26.0,92.08186131741712,11.0,87.0,66.0,5.0,74.0,3
71.0,26.0,98.96933341297988,12.0,89.0,93.0,3.0,73.0,3
75.0,17.0,91.77436125492034,14.0,87.0,76.0,4.0,78.0,3
83.0,25.0,92.49301764064144,13.0,85.0,66.0,3.0,79.0,3
89.0,21.0,88.62796016194216,12.0,85.0,60.0,3.0,78.0,3
83.0,17.0,87.88714124801716,12.0,86.0,84.0,4.0,73.0,3
83.0,20.0,96.11207973108591,16.0,86.0,92.0,4.0,76.0,3
86.0,29.0,90.31602023607977,13.0,86.0,99.0,4.0,75.0,3
74.0,20.0,97.58289147050776,13.0,87.0,97.0,5.0,74.0,3
83.0,29.0,91.48984246676744,11.0,87.0,62.0,3.0,77.0,3
82.0,19.0,86.49985617579163,16.0,87.0,80.0,2.0,78.0,3
75.0,23.0,98.30583753467648,16.0,88.0,84.0,2.0,77.0,3
79.0,20.0,96.48358580149628,10.0,87.0,80.0,3.0,72.0,3
71.0,17.0,87.11204777888773,16.0,85.0,60.0,2.0,71.0,3
84.0,23.0,88.51693774485588,14.0,87.0,90.0,3.0,72.0,3
84.0,16.0,94.28879600747828,11.0,89.0,90.0,4.0,73.0,3
75.0,26.0,95.4167690305898,12.0,86.0,62.0,5.0,72.0,3
84.0,18.0,91.2724480307886,14.0,88.0,95.0,5.0,79.0,3
89.0,29.0,86.46360468425254,15.0,85.0,77.0,3.0,74.0,3
91.0,27.0,94.88234792028254,15.0,85.0,70.0,5.0,75.0,3
85.0,21.0,98.98671196701584,15.0,87.0,66.0,4.0,76.0,3
76.0,19.0,87.14239637009672,14.0,87.0,68.0,2.0,71.0,3
83.0,19.0,91.20829121294588,15.0,87.0,104.0,2.0,79.0,3
71.0,20.0,97.86683006579636,15.0,87.0,76.0,4.0,71.0,3
72.0,20.0,94.0168927379795,13.0,88.0,64.0,4.0,70.0,3
85.0,17.0,85.26841929478357,12.0,87.0,73.0,4.0,72.0,3
78.0,27.0,92.34528136399447,10.0,86.0,104.0,4.0,77.0,3
86.0,17.0,93.01517201139627,11.0,86.0,89.0,4.0,71.0,3
84.0,22.0,90.41173948728448,11.0,87.0,100.0,5.0,72.0,3
85.0,16.0,93.28205351995544,14.0,87.0,104.0,3.0,70.0,3
71.0,17.0,86.02647690452797,10.0,87.0,93.0,3.0,71.0,3
90.0,24.0,86.16632224185962,10.0,87.0,79.0,5.0,75.0,3
92.0,27.0,97.41876401703594,14.0,89.0,104.0,4.0,77.0,3
72.0,17.0,96.74415042207356,13.0,88.0,98.0,2.0,71.0,3
92.0,27.0,94.45102569255342,13.0,87.0,104.0,5.0,73.0,3
70.0,24.0,88.15795665248913,11.0,89.0,75.0,5.0,78.0,3
80.0,17.0,92.99960033744222,11.0,88.0,65.0,5.0,76.0,3
82.0,28.0,90.80449277315584,16.0,85.0,67.0,2.0,78.0,3
72.0,24.0,96.58014065449514,13.0,89.0,84.0,5.0,73.0,3
84.0,19.0,86.98117032327828,12.0,89.0,64.0,3.0,79.0,3
72.0,19.0,87.3721892160013,13.0,86.0,84.0,2.0,71.0,3
83.0,17.0,97.14785405100284,10.0,88.0,64.0,2.0,71.0,3
94.0,26.0,87.58498358140486,11.0,87.0,93.0,5.0,76.0,3
94.0,16.0,92.18134462231218,14.0,86.0,67.0,3.0,74.0,3
85.0,26.0,91.52033510121838,12.0,85.0,72.0,5.0,75.0,3
94.0,19.0,85.67863327820001,10.0,88.0,92.0,2.0,72.0,3
89.0,27.0,88.64888663139949,10.0,85.0,68.0,5.0,71.0,3
72.0,17.0,93.67423375326392,10.0,89.0,66.0,2.0,73.0,3
92.0,18.0,90.97668633178095,10.0,85.0,75.0,3.0,73.0,3
80.0,26.0,85.25333530651574,15.0,88.0,92.0,3.0,70.0,3
74.0,23.0,93.80707535354118,10.0,85.0,79.0,2.0,73.0,3
85.0,24.0,91.46434133639376,12.0,87.0,103.0,4.0,70.0,3
94.0,25.0,93.49367727698024,16.0,85.0,64.0,4.0,78.0,3
73.0,20.0,86.61047207063932,10.0,86.0,61.0,3.0,70.0,3
94.0,28.0,92.93981409020073,13.0,85.0,69.0,2.0,78.0,3
85.0,16.0,93.38169697133796,16.0,87.0,82.0,4.0,76.0,3
71.0,18.0,89.4252077017365,10.0,87.0,69.0,4.0,79.0,3
84.0,28.0,89.19741857223292,13.0,85.0,79.0,3.0,70.0,3
70.0,27.0,96.22555627961331,16.0,85.0,93.0,3.0,75.0,3
89.0,28.0,98.29163922347983,15.0,89.0,95.0,5.0,70.0,3
89.0,27.0,92.32907419336702,16.0,86.0,93.0,3.0,70.0,3
82.0,21.0,86.7181854195736,13.0,88.0,88.0,5.0,75.0,3
94.0,20.0,87.72044839060429,13.0,86.0,75.0,5.0,71.0,3
78.0,23.0,98.38361338001847,10.0,88.0,65.0,5.0,73.0,3
76.0,28.0,97.63664198748924,11.0,89.0,101.0,4.0,78.0,3
87.0,26.0,85.17814348777266,13.0,86.0,88.0,3.0,76.0,3
91.0,17.0,97.45966214425796,14.0,87.0,102.0,2.0,76.0,3
90.0,28.0,89.18616492835409,13.0,86.0,78.0,4.0,77.0,3
80.0,16.0,98.93071093191804,10.0,85.0,81.0,5.0,71.0,3
93.0,20.0,93.14789400116292,12.0,86.0,89.0,5.0,76.0,3
86.0,25.0,95.6173716542736,15.0,87.0,74.0,2.0,70.0,3
94.0,21.0,90.8064214582795,16.0,85.0,95.0,5.0,76.0,3
82.0,21.0,94.93401295996848,16.0,88.0,62.0,3.0,74.0,3
82.0,19.0,96.55940784635548,15.0,86.0,98.0,4.0,78.0,3
74.0,24.0,90.6185833683461,16.0,85.0,88.0,3.0,72.0,3
77.0,21.0,95.774667452202,16.0,89.0,83.0,4.0,71.0,3
82.0,23.0,90.60583098585772,15.0,86.0,91.0,3.0,74.0,3
78.0,24.0,97.80584830979424,10.0,87.0,99.0,4.0,77.0,3
89.0,18.0,92.79631864859849,10.0,87.0,96.0,3.0,75.0,3
87.0,25.0,93.060764627191,11.0,87.0,66.0,5.0,71.0,3
86.0,21.0,91.67061469072122,15.0,87.0,82.0,5.0,74.0,3
84.0,16.0,91.1444552741156,14.0,89.0,70.0,2.0,75.0,3
92.0,29.0,94.39147241245864,15.0,87.0,65.0,3.0,78.0,3
82.0,27.0,92.99253337412702,10.0,86.0,76.0,5.0,74.0,3
91.0,16.0,87.3598683030178,11.0,85.0,72.0,3.0,76.0,3
78.0,24.0,96.46243839890766,14.0,89.0,63.0,5.0,70.0,3
84.0,17.0,88.96963483179462,12.0,89.0,66.0,2.0,70.0,3
90.0,17.0,92.67274480745408,14.0,88.0,77.0,4.0,75.0,3
82.0,20.0,87.27873027495664,14.0,86.0,93.0,3.0,79.0,3
87.0,29.0,98.04304193580006,15.0,87.0,76.0,5.0,71.0,3
86.0,25.0,85.96032525772256,14.0,89.0,103.0,4.0,77.0,3
77.0,16.0,94.53707775078898,10.0,85.0,78.0,2.0,70.0,3
81.0,19.0,88.68758941665762,14.0,89.0,64.0,5.0,78.0,3
92.0,17.0,91.24664847897948,16.0,87.0,79.0,4.0,77.0,3
79.0,22.0,98.19749478133988,13.0,87.0,85.0,2.0,79.0,3
78.0,16.0,89.53953643778867,16.0,89.0,101.0,3.0,70.0,3
71.0,16.0,86.08532149599768,13.0,89.0,89.0,2.0,77.0,3
79.0,28.0,86.46849284553008,15.0,89.0,91.0,3.0,76.0,3
76.0,22.0,96.5627666882834,10.0,87.0,71.0,4.0,79.0,3
89.0,18.0,86.84611319608223,15.0,85.0,101.0,5.0,74.0,3
72.0,20.0,92.83930143273726,11.0,88.0,61.0,5.0,76.0,3
80.0,23.0,97.39323783964392,11.0,86.0,103.0,5.0,78.0,3
77.0,27.0,95.58031369571532,10.0,85.0,65.0,4.0,75.0,3
86.0,20.0,98.82089147787258,10.0,85.0,70.0,2.0,75.0,3
70.0,17.0,89.73778056153769,12.0,88.0,102.0,3.0,74.0,3
92.0,22.0,89.24235055527585,10.0,89.0,62.0,5.0,73.0,3
73.0,27.0,97.33964630731762,11.0,87.0,88.0,3.0,78.0,3
83.0,19.0,92.76288464097122,15.0,85.0,68.0,3.0,71.0,3
72.0,23.0,92.57870627059764,14.0,86.0,83.0,2.0,72.0,3
80.0,25.0,96.53363320920936,14.0,88.0,64.0,3.0,72.0,3
84.0,19.0,87.92646041276438,12.0,85.0,103.0,2.0,77.0,3
76.0,18.0,94.2389781625071,10.0,87.0,68.0,4.0,73.0,3
83.0,18.0,90.17474619551886,15.0,87.0,85.0,2.0,74.0,3
78.0,20.0,88.78855934496806,11.0,85.0,86.0,2.0,77.0,3
77.0,27.0,88.94280036148741,10.0,86.0,80.0,4.0,78.0,3
84.0,23.0,88.59137627643966,10.0,85.0,79.0,4.0,76.0,3
81.0,20.0,97.22502461311733,10.0,87.0,93.0,3.0,74.0,3
88.0,17.0,92.73374508617826,13.0,86.0,89.0,3.0,71.0,3
80.0,25.0,90.48767767062178,10.0,89.0,82.0,5.0,72.0,3
72.0,24.0,88.43847699491506,10.0,88.0,80.0,3.0,72.0,3
88.0,19.0,97.03229367443956,16.0,88.0,78.0,4.0,75.0,3
82.0,25.0,87.73743652629629,11.0,86.0,87.0,5.0,74.0,3
72.0,26.0,96.5008059654792,10.0,89.0,99.0,3.0,75.0,3
80.0,26.0,92.69176906391176,10.0,88.0,94.0,2.0,79.0,3
72.0,19.0,92.86947746696949,13.0,86.0,79.0,4.0,79.0,3
91.0,17.0,88.13784711736992,12.0,86.0,101.0,2.0,79.0,3
83.0,21.0,89.38722560980565,10.0,86.0,74.0,5.0,71.0,3
89.0,25.0,85.28522574502277,16.0,86.0,60.0,5.0,78.0,3
88.0,26.0,92.4787729997902,10.0,87.0,91.0,3.0,78.0,3
93.0,18.0,90.62129732710108,11.0,85.0,74.0,3.0,72.0,3
89.0,23.0,96.90319034856738,16.0,88.0,79.0,2.0,79.0,3
70.0,21.0,85.26022120033507,10.0,87.0,101.0,3.0,74.0,3
77.0,19.0,87.2728800812028,11.0,87.0,79.0,2.0,74.0,3
71.0,22.0,89.52442026434206,12.0,89.0,88.0,2.0,79.0,3
71.0,21.0,98.58252852261926,14.0,85.0,96.0,5.0,73.0,3
80.0,25.0,97.37923321653533,11.0,88.0,75.0,2.0,72.0,3
82.0,22.0,98.28464113864504,11.0,87.0,86.0,4.0,72.0,3
81.0,27.0,87.83413728201586,13.0,86.0,86.0,3.0,72.0,3
85.0,17.0,88.65147532017004,10.0,87.0,100.0,3.0,78.0,3
73.0,26.0,89.09191539061375,10.0,89.0,97.0,4.0,75.0,3
88.0,27.0,91.83177012094498,10.0,86.0,81.0,4.0,78.0,3
76.0,19.0,95.65768426430172,12.0,86.0,67.0,3.0,79.0,3
85.0,28.0,95.09376167037692,15.0,87.0,93.0,4.0,78.0,3
74.0,22.0,86.06657238735525,10.0,89.0,60.0,3.0,70.0,3
75.0,16.0,93.49812592223944,10.0,89.0,77.0,5.0,70.0,3
92.0,25.0,90.84997958403332,10.0,86.0,63.0,5.0,75.0,3
71.0,20.0,86.06146034391047,13.0,85.0,60.0,4.0,77.0,3
71.0,22.0,93.81094031593786,13.0,87.0,78.0,2.0,76.0,3
82.0,25.0,95.4643140419024,15.0,85.0,96.0,3.0,71.0,3
80.0,28.0,93.69687283727768,15.0,85.0,80.0,3.0,77.0,3
87.0,21.0,94.95719934765684,10.0,85.0,95.0,3.0,70.0,3
91.0,19.0,87.58417658127051,11.0,85.0,104.0,5.0,75.0,3
75.0,28.0,86.98908382070734,13.0,86.0,65.0,5.0,74.0,3
77.0,22.0,98.00111850004996,11.0,87.0,84.0,2.0,78.0,3
77.0,21.0,93.09123003804578,13.0,89.0,76.0,3.0,72.0,3
82.0,27.0,87.77385195966858,14.0,88.0,64.0,4.0,76.0,3
70.0,24.0,94.6057880318068,13.0,85.0,89.0,3.0,77.0,3
87.0,17.0,94.33458367932464,15.0,86.0,96.0,3.0,70.0,3
72.0,20.0,86.0426589608032,16.0,89.0,88.0,3.0,75.0,3
79.0,25.0,85.61537013265011,13.0,87.0,92.0,4.0,76.0,3
74.0,24.0,88.15129287214019,11.0,86.0,91.0,2.0,78.0,3
83.0,16.0,98.9517396380616,10.0,86.0,78.0,5.0,73.0,3
70.0,22.0,95.0950661088032,14.0,89.0,70.0,2.0,77.0,3
79.0,18.0,85.63173450212919,11.0,89.0,91.0,4.0,76.0,3
90.0,22.0,94.67511054542408,13.0,87.0,71.0,2.0,76.0,3
83.0,20.0,93.64211577957369,12.0,88.0,68.0,2.0,73.0,3
71.0,20.0,93.75277286881682,15.0,87.0,70.0,3.0,73.0,3
86.0,21.0,91.56829231747712,13.0,87.0,98.0,2.0,71.0,3
84.0,17.0,86.38262608639857,13.0,89.0,89.0,4.0,79.0,3
90.0,28.0,96.39946069574356,14.0,87.0,74.0,2.0,78.0,3
77.0,27.0,88.54469834780075,16.0,89.0,71.0,4.0,74.0,3
87.0,28.0,88.10739684999724,12.0,89.0,71.0,5.0,70.0,3
83.0,18.0,93.89458232629586,16.0,87.0,101.0,4.0,73.0,3
87.0,19.0,88.03175421425891,15.0,85.0,96.0,2.0,75.0,3
82.0,25.0,90.52683407630572,16.0,88.0,103.0,3.0,74.0,3
84.0,28.0,88.70288509152557,16.0,86.0,100.0,5.0,77.0,3
90.0,23.0,89.9314090642018,15.0,85.0,80.0,2.0,76.0,3
83.0,21.0,90.54808027674854,11.0,88.0,88.0,4.0,78.0,3
71.0,23.0,96.7783463040077,12.0,89.0,91.0,4.0,71.0,3
71.0,25.0,87.06468820687853,11.0,88.0,67.0,5.0,78.0,3
76.0,21.0,88.85620636117307,12.0,86.0,67.0,2.0,75.0,3
84.0,19.0,88.2745193269681,16.0,88.0,68.0,3.0,78.0,3
93.0,20.0,85.22099288818784,10.0,89.0,65.0,3.0,76.0,3
77.0,26.0,90.50920046717222,16.0,89.0,67.0,2.0,70.0,3
70.0,27.0,94.09390134054767,13.0,89.0,84.0,2.0,74.0,3
94.0,27.0,94.24033129673214,14.0,86.0,91.0,5.0,73.0,3
91.0,23.0,93.39686117113682,13.0,87.0,61.0,5.0,78.0,3
88.0,25.0,90.60095334087892,15.0,88.0,75.0,4.0,77.0,3
73.0,26.0,94.2838935411213,10.0,86.0,69.0,4.0,73.0,3
76.0,19.0,87.69712433259747,14.0,87.0,73.0,3.0,76.0,3
80.0,26.0,93.87741349299456,12.0,86.0,67.0,2.0,78.0,3
87.0,27.0,93.39154445640456,14.0,87.0,99.0,5.0,79.0,3
85.0,24.0,94.70002715296204,11.0,86.0,61.0,5.0,71.0,3
80.0,26.0,94.85042092953032,16.0,89.0,61.0,5.0,78.0,3
87.0,23.0,89.6600110380692,10.0,88.0,81.0,5.0,73.0,3
72.0,27.0,95.75598853348517,13.0,88.0,78.0,3.0,79.0,3
85.0,22.0,91.4564187029382,12.0,85.0,89.0,5.0,77.0,3
87.0,24.0,96.4712529607798,12.0,88.0,77.0,3.0,72.0,3
89.0,18.0,98.51031744265264,11.0,88.0,87.0,3.0,78.0,3
78.0,21.0,98.61586286221196,16.0,89.0,72.0,2.0,75.0,3
79.0,17.0,94.48241208561974,14.0,85.0,91.0,4.0,76.0,3
84.0,18.0,96.75117677025108,14.0,89.0,70.0,2.0,76.0,3
78.0,17.0,88.96803140972982,10.0,86.0,67.0,2.0,73.0,3
82.0,28.0,95.86890862056136,11.0,88.0,77.0,2.0,75.0,3
79.0,16.0,90.24324906576486,12.0,85.0,98.0,3.0,70.0,3
79.0,17.0,90.70749438443606,12.0,87.0,91.0,4.0,71.0,3
86.0,21.0,91.85460241664188,15.0,86.0,63.0,2.0,75.0,3
72.0,17.0,89.58292203439265,16.0,89.0,80.0,3.0,78.0,3
72.0,27.0,90.19170703465292,10.0,87.0,63.0,2.0,75.0,3
76.0,16.0,91.13660101203531,10.0,85.0,71.0,3.0,70.0,3
94.0,18.0,91.028176678842,14.0,85.0,92.0,5.0,74.0,3
84.0,28.0,85.75462839927751,15.0,84.0,91.0,2.0,77.0,4
98.0,28.0,98.78675591773695,18.0,84.0,79.0,3.0,79.0,4
84.0,22.0,89.48169813870935,18.0,87.0,99.0,1.0,80.0,4
94.0,17.0,90.35139133744602,17.0,87.0,95.0,3.0,76.0,4
88.0,19.0,94.29769344181504,14.0,82.0,100.0,3.0,77.0,4
95.0,17.0,97.87331953335551,13.0,87.0,97.0,3.0,82.0,4
84.0,27.0,92.51825957184178,13.0,85.0,66.0,1.0,84.0,4
87.0,25.0,91.40206671004876,17.0,85.0,78.0,0.0,75.0,4
81.0,17.0,94.39518913395128,12.0,85.0,80.0,3.0,81.0,4
89.0,18.0,96.11004343603896,18.0,85.0,102.0,3.0,79.0,4
90.0,26.0,96.8580591575821,16.0,86.0,61.0,3.0,84.0,4
88.0,23.0,87.9769973015559,14.0,86.0,80.0,1.0,75.0,4
86.0,23.0,92.62765819014754,17.0,82.0,72.0,2.0,84.0,4
93.0,25.0,85.97999545593788,15.0,85.0,61.0,1.0,78.0,4
94.0,16.0,94.2740524526634,12.0,82.0,62.0,0.0,83.0,4
97.0,18.0,90.10106405289687,13.0,83.0,66.0,1.0,84.0,4
84.0,20.0,98.07245657147874,12.0,83.0,69.0,2.0,82.0,4
94.0,18.0,91.3678534377198,16.0,87.0,85.0,2.0,79.0,4
86.0,17.0,98.30260385051731,14.0,87.0,102.0,3.0,82.0,4
91.0,22.0,94.893658703247,13.0,85.0,73.0,3.0,80.0,4
87.0,27.0,89.4824465674365,15.0,83.0,68.0,0.0,82.0,4
91.0,26.0,90.2400677976116,12.0,87.0,95.0,0.0,80.0,4
86.0,20.0,90.09772958828228,12.0,87.0,92.0,2.0,78.0,4
99.0,16.0,98.1356091977202,17.0,83.0,66.0,0.0,84.0,4
84.0,28.0,98.19889647754916,12.0,86.0,70.0,1.0,77.0,4
98.0,25.0,98.03083943160505,12.0,87.0,96.0,1.0,75.0,4
86.0,18.0,93.53433241333174,16.0,86.0,101.0,1.0,75.0,4
86.0,25.0,97.3970818528751,14.0,86.0,73.0,1.0,78.0,4
91.0,19.0,86.97016889162602,14.0,85.0,95.0,2.0,81.0,4
80.0,29.0,87.0385076685022,14.0,86.0,85.0,3.0,78.0,4
91.0,28.0,87.2692110335967,13.0,83.0,76.0,0.0,82.0,4
80.0,20.0,88.11156522500859,18.0,87.0,89.0,2.0,77.0,4
80.0,24.0,98.0218488421128,13.0,85.0,68.0,3.0,77.0,4
86.0,24.0,85.27928200006784,16.0,84.0,75.0,3.0,82.0,4
88.0,25.0,98.4132595270045,15.0,82.0,93.0,3.0,82.0,4
88.0,16.0,98.44048309880252,18.0,87.0,86.0,2.0,77.0,4
98.0,20.0,95.64762099037829,15.0,84.0,73.0,2.0,82.0,4
87.0,23.0,94.08882655951768,13.0,86.0,84.0,2.0,80.0,4
93.0,17.0,95.29007115604696,17.0,86.0,100.0,0.0,77.0,4
98.0,21.0,87.9064358484994,13.0,86.0,97.0,2.0,84.0,4
94.0,17.0,97.1055612711183,16.0,84.0,72.0,3.0,76.0,4
83.0,23.0,95.43355682087198,16.0,83.0,87.0,0.0,82.0,4
83.0,26.0,85.45792171234305,13.0,87.0,82.0,2.0,82.0,4
88.0,26.0,85.6134915943798,18.0,83.0,67.0,1.0,81.0,4
90.0,28.0,95.8029809788382,13.0,87.0,104.0,1.0,76.0,4
81.0,28.0,91.20475967365816,14.0,87.0,96.0,2.0,84.0,4
83.0,27.0,86.67339972623378,17.0,83.0,97.0,0.0,78.0,4
98.0,24.0,85.28674845181477,17.0,87.0,71.0,2.0,76.0,4
83.0,28.0,97.89131261628528,18.0,85.0,86.0,1.0,76.0,4
87.0,29.0,91.45908185028196,17.0,83.0,73.0,2.0,77.0,4
95.0,26.0,96.45588124300409,16.0,87.0,99.0,3.0,81.0,4
